word,meaning,repetition
whereas,cnj.(-인)까닭에,6
advantage,유리한 입장,6
whisper,속삭이다,6
advocate,변호사,6
any,어떤,6
add,추가하다,6
adapt,적용시키다,6
alike,비슷한,6
activate,활동적으로 하다,6
aim,겨누다,6
architecture,건축,6
frown,눈살을 찌푸리다,6
attract,끌어 당기다,6
anxiety,근심,6
attempt,시도하다,6
attach,붙이다,6
vigorous,"정력적인, 강건한, 활기 있는, 격렬한",6
breeze,미풍,6
volume,책  권,6
accord,일치하다,6
accuse,고발하다,6
toe,발가락,6
twice,두 번,6
black,검은,6
exceed,넘다,6
although,비록 -일지라도,6
ugly,추한,6
bat,배트,6
boundary,경계,6
tough,단단한,6
basket,바구니,6
blank,공백,6
toward,-쪽으로,6
bargain,매매,6
between,-의 사이에 사이에,6
bet,걸다,6
berry,액과,6
bedroom,침실 성적인,6
become,-이 되다,6
transition,변천,6
tissue,조직,6
bar,막대기,6
anticipate,예기하다,6
man,남자,6
theme,논제,6
out,밖으로,6
moral,도덕의,6
nod,끄덕이다,6
meal,식사,6
laugh,(소리내어)웃다,6
noise,소리,6
new,새로운,6
lounge,빈둥거리다,6
people,사람들,6
notion,"n,관념",6
long,"(길이,시간 등)긴",6
hold,손에 갖고 있다,6
nevertheless,그럼에도 불구하고,6
norm,표준,6
maybe,아마,6
separate,분리된,6
detect,간파하다,6
danger,위험,6
gender,성,6
sequence,연속,6
clip,가위로 자르다,6
weak,약한,6
serious,진지한,6
apparent,명백한,6
breast,가슴,6
attention,주의,6
tiger,호랑이,6
rare,희귀한,6
puzzle,"당황, 혼란 괴롭히는 사람,  어려운 문제",6
put,"놓다, 두다",6
read,읽다,6
site,부지,6
minimal,최소(한도)의,6
shade,그늘,6
shell,겉껍질,6
degrade,지위를 낮추다,6
definite,일정한,6
decrease,감소하다,6
sick,병난,6
silk,비단,6
shame,부끄럼,6
basis,기초,6
submit,복종시키다,6
thus,이렇게,6
sale,판매,6
empty,빈,6
edit,편집하다,6
pleasant,기분 좋은,6
rice,쌀,6
place,장소,6
roof,지붕,6
god,신,6
down,아래로,6
philosophy,철학,6
rhythm,율동,6
donate,증여하다,6
phase,국면,6
dust,먼지,6
funeral,장사,6
upward,위로 향한,6
ethical,도덕상의,6
brick,벽돌,6
uncle,아저씨,6
research,연구,6
salt,소금,6
undermine,-밑을 파다,6
stone,돌,6
cling,밀착하다,6
guarantee,보증하다,6
hang,걸다,6
calm,평온한,6
park,공원,6
confirm,확인하다,6
strip,벗기다,6
disappoint,실망시키다,6
tell,말하다,6
do,하다,6
high,높은,6
steal,훔치다,6
embassy,대사관,6
right,올바른,6
pocket,포켓,6
raise,올리다,6
elegant,우아한,6
request,부탁하다,6
same,같은,6
gift,선물,6
exclusive,배타적인,6
automobile,자동차 자동차의,6
green,초록색,6
scandal,추문,6
score,득점,6
disease,병,6
scream,비명을 지르다,6
glad,기쁜,6
reward,보수,6
unit,단위,6
absolute,절대의,6
explore,탐험하다,6
diary,일기,6
corporate,법인조직의,6
basic,기본의,6
eye,눈,6
pride,자존심,6
forum,공개토론회,6
exist,존재하다,6
remedy,치료,6
expertise,대가의 의견,6
profound,"깊은, 심원한",6
grave,무덤,6
environment,환경,6
figure,모습,6
fight,싸움,6
rally,규합하다,6
fair,공평한,6
error,잘못,6
resemble,닮다,6
fur,모피,6
pour,따르다,6
future,미래,6
enroll,명부에 올리다,6
propose,"제의하다, 제출하다 추천하다, 지명하다",6
gamble,도박하다 도박 도박해서 잃다,6
possible,가능한,6
drug,약제,6
result,결과,6
expensive,비용이 드는,6
procedure,"진행, 경과 절차",6
fold,주름,6
compete,경쟁하다,6
split,쪼개다,6
compare,비교하다,6
cycle,순환,6
retain,보유하다,6
rod,막대,6
electronic,전자(학)의,6
return,돌아가다,6
embrace,포옹하다,6
diminish,감소하다,6
fix,고정시키다,6
principal,"주요한, 주된, 제일의, 앞장서는",6
forecast,예상,6
pity,불쌍히 여김,6
plus,더하기의 -외에,6
popular,"민중 의, 대중의",6
bean,콩,6
plant,실물,6
monitor,충고자,6
multiple,복합의,6
supply,공급하다,6
draw,당기다,6
root,뿌리,6
panel,판벽널,6
insure,보증하다,6
improve,개선하다,6
leisure,틈,6
mirror,거울,6
inject,주사하다,6
instead,그 대신에,6
imperial,제국의,6
month,월,6
term,기간,6
tax,세금,6
trouser,즈봉,6
cave,동굴 굴을 파다 꺼지다,6
merit,장점,6
goat,염소,6
country,나라,6
pave,(도로를)포장하다,6
museum,박물관,6
patch,깁는 헝겊,6
clue,단서,6
can,au-할 수 있다,6
tiny,자그마한,6
toss,던지다,6
sweep,청소하다,6
classic,고전의,6
sweat,땀,6
master,장,6
conceal,숨기다,6
work,일,6
mayor,시장,6
look,보다,6
consider,숙고하다,6
cell,작은 방,6
capital,수위의,6
suicide,자살 자살하다,6
straight,곧은,6
breathe,숨쉬다,6
graduate,학위를 수여하다,6
intrigue,음모,6
chip,(나무)토막,6
surface,표면,6
task,일,6
gap,갈라진 틈,6
restaurant,요리점,6
cupboard,찬장,6
sight,광경,6
thread,실,6
virgin,"처녀, 동정녀, 미혼 여성, 동정녀 마리아",6
disagree,일치하지 않다,6
compose,구성하다,6
also,-도 또한,6
politics,정치,6
science,과학,6
pond,"못, 연못",6
insult,모욕하다,6
fog,안개,6
familiar,친한,6
frost,서리,6
furious,노하여 펄펄뛰는,6
mouse,새앙쥐,6
item,조항,6
charm,매력,6
narrow,좁은,6
hate,미워하다,6
conform,일치시키다,6
contemporary,현대의,6
since,-이래,6
direct,지도하다,6
inflate,부풀게 하다,6
coast,연안,6
income,수입,6
household,가족,6
interfere,간섭하다,6
health,건강,6
lie,눕다,6
instant,즉시의,6
nightmare,악몽,6
open,열다,6
invest,투자하다,6
level,수평의,6
late,늦은,6
group,집단,6
order,순서,6
cab,택시,6
curious,이상스러운,6
impose,부과하다,6
comfort,위안,6
combat,격투하다,6
calendar,달력,6
consume,소비하다,6
curtain,커어튼,6
curse,저주,6
crush,눌러 부수다,6
cage,새장,6
smart,재치있는,6
smooth,매끄러운,6
size,크기,6
credible,믿을 수 있는,6
speed,속도,6
sphere,구,6
contest,겨루다,6
moment,순간,6
stitch,한 바늘,6
operate,움직이다,6
offend,성나게 하다,6
halt,멈춰서다,6
outstanding,눈에 띄는,6
infant,유아,6
patrol,순회,6
lead,이끌다,6
key,열쇠,6
guilty,죄지은,6
gymnasium,실내체조장,6
leg,다리,6
male,남성의,6
inherent,생태의,6
hide,감추다,6
hear,듣다,6
native,타고난,6
mail,우편물,6
heritage,세습 재산,6
interpret,해석하다,6
naive,소박한,6
liquid,액체,6
magnificent,장대한,6
extreme,극단의,6
luxury,사치,6
lump,덩어리,6
annoy,귀찮게하다,6
nun,수녀 집비둘기의 일종,6
use,쓰다,6
flight,날기,6
red,붉은,6
knee,무릎,6
fabric,천,6
rebel,반역자,6
immense,무한한,6
factory,공장,6
rear,뒤,6
peasant,농부,6
pub,펍,6
religion,종교,6
focus,초점,5
thrill,오싹하다 오싹함,5
aunt,아주머니,5
fist,주먹,5
hunt,사냥하다,5
different,다른,5
define,정의하다,5
delay,늦추다,5
gather,그러모으다,5
author,저자,5
constitute,구성하다,5
attitude,태도,5
fond,좋아하는,5
congratulate,축하하다,5
way,길,5
almost,거의,5
gene,유전(인)자,5
fancy,공상,5
room,방,5
visit,"방문하다, …의 손님으로 묵다",5
ounce,삵괭이,5
consistent,시종일관한,5
symptom,조짐,5
contribute,기부하다,5
assert,단언하다,5
adventure,모험 모험하다,5
per,-에 의하여,5
dig,파다,5
job,일,5
fantastic,환상적인,5
knot,매듭(=tie),5
appoint,지정하다,5
fan,(영화 등의)팬,5
fruit,과일,5
another,또 하나,5
horn,뿔,5
resource,자원,5
accurate,정확한,5
we,우리가,5
journey,여행,5
field,들,5
build,짓다,5
framework,뼈대,5
budget,예산,5
compile,편찬하다,5
bicycle,자전거 자전거를 타다,5
ghost,유령,5
very,매우,5
even,-조차,5
competent,능력있는,5
pill,알약,5
hobby,취미,5
I,"나는, 내가",5
flag,기,5
rent,지대,5
formation,형성,5
external,외부의,5
breakfast,아침밥,5
every,모든,5
chill,차가움,5
enter,들어가다,5
explicit,명백한,5
enterprise,기획,5
wife,아내,5
altogether,전혀,5
half,반,5
major,큰쪽의,5
combine,결합하다,5
help,돕다,5
disabled,불구가 된,5
escape,도망하다,5
air,공기,5
lot,제비,5
cat,고양이,5
locate,관청 등을 두다,5
dread,두려워하다 두려움,5
reflect,반사하다,5
soccer,축구,5
summit,꼭대기,5
mouth,입,5
rub,마찰하다,5
show,보이다,5
statue,조상,5
trip,여행,5
overwhelm,압도하다,5
rubber,맛사지사,5
talk,말하다,5
steam,증기,5
wound,부상,5
slight,약간의,5
over,위쪽,5
resign,사임하다,5
questionnaire,질문표,5
quick,빠른,5
pear,서양배,5
of,출신의,5
heart,심장,5
noon,정오,5
furniture,가구,5
suffer,경험하다,5
forest,숲,5
near,가까이 -의 가까이에 가까운 접근하다,5
wedding,혼례,5
squeeze,압착하다,5
medieval,중세(풍)의,5
certain,확신하는,5
multiply,늘리다,5
treat,대우하다,5
super,임시고용배우,5
reputation,평판,5
stiff,굳은,5
personality,개성,5
venture,모험,5
provide,"준비하다, 미리 …에 대비하다  규정하다",5
thin,얇은,5
relate,이야기하다,5
soft,부드러운,5
weight,무게,5
suck,빨다,5
olive,올리브나무,5
skirt,스커어트,5
sing,노래하다,5
shield,방패,5
rapid,빠른,5
swear,맹세하다,5
once,한번,5
reluctant,마음이 내키지 않는,5
smile,미소짓다 미소,5
such,이러한,5
bishop,주교,5
ring,고리,5
sun,태양,5
naked,발가벗은,5
nuclear,"핵의, 핵을 형성하는 원자핵의",5
scheme,계획,5
name,이름,5
overhead,머리위에 머리 위의,5
regard,주목해서 보다,5
thing,물건,5
strange,이상한,5
restore,반환하다,5
rational,합리적인,5
she,그녀는,5
scrub,(관목의)숲,5
monster,괴물,5
object,사물,5
phenomenon,현상,5
overnight,전날밤의,5
tender,제공,5
shower,소나기 빗발치듯 퍼붓다(쏟다),5
nowadays,"오늘날에는, 요즈음에는",5
receipt,수령,5
republic,공화국,5
molecule,분자,5
strategy,용병학,5
body,신체,5
abstract,추상적인,5
forgive,용서하다,5
luck,운,5
fry,기름으로 튀기다,5
just,올바른,5
anxious,걱정되는,5
handle,손잡이,5
awesome,무서운,5
insight,통찰(력),5
floor,마룻바닥,5
identify,동일시하다,5
contrary,반대의 반대 거꾸로,5
criminal,죄의,5
cloth,천,5
haste,급함,5
grape,포도,5
surprise,놀람,5
come,오다,5
profession,"직업 공언, 선언, 고백",5
margin,가장자리,5
university,종합대학(교) 대학의(에 관계 있는),5
purpose,목적,5
wit,기지,5
weapon,무기,5
weave,짜다,5
punch,"주먹질, 펀치  힘, 활기",5
supper,저녁식사,5
van,유개트럭,5
prime,"수위의, 최초의, 원시적인",5
sore,슬픈,5
mental,마음의,5
west,서쪽,5
spoon,숟가락,5
spirit,정신,5
specific,특정한,5
speak,이야기하다,5
emergency,비상사태,5
accompany,동반하다,5
public,"심리, 심리 상태",5
extraordinary,이상한,5
affair,일,5
evolution,진화,5
comedy,희극,5
earth,지구,5
liberal,자유주의의,5
restrict,제한하다,5
against,…에 반대하여,5
again,다시,5
afraid,두려워하여,5
carve,조각하다,5
grab,붙잡다(=snatch),5
rock,바위,5
send,보내다,5
biology,생물학,5
convenient,편리한,5
entry,들어감,5
heavy,무거운,5
fertile,비옥한,5
foundation,기초,5
go,가다,5
balloon,기구,5
cold,추운,5
inform,알리다,5
agriculture,농업,5
produce,"생산하다, 산출하다, 생기게 하다,",5
urgent,긴급한,5
admission,입장,5
start,시작하다,5
mount,산,5
mountain,산,5
surround,에워싸다,5
each,각각의,5
like,좋아하다,5
play,놀다,5
clinic,병원,5
paragraph,(문장의)절,5
obtain,얻다,5
food,음식,5
bake,굽다,5
destroy,파괴하다,5
counter,계산하는 사람,5
football,축구,5
behind,뒤에,5
immediate,직접의,5
fright,(갑자기 엄습하는)공포,5
freeze,얼다,5
cable,해저전신,5
imply,함축하다,5
cop,순경,5
cliff,절벽,5
stomach,위,5
brain,뇌,5
fault,결점,5
fish,물고기,5
keen,날카로운,5
bin,궤,5
gentle,온화한,5
investigate,조사하다,5
mechanic,직공,5
supplement,부록,5
suite,수행원,5
nasty,불쾌한,5
find,발견하다,5
join,결합하다,5
in,-속에,5
convey,나르다,5
interact,서로 작용하다,5
manipulate,(손으로)다루다,5
if,만일 -이라면,5
mortal,죽을운명의,5
gold,금,5
informal,비공식의,5
alive,살아있는,5
prosper,번영하다,5
professor,교수,5
understand,이해하다,5
uniform,한결같은,5
all,모든,5
unique,유일무이한,5
sole,유일한 발바닥,5
warrant,보증하다 보증,5
solve,해결하다,5
soil,흙,5
detach,분리하다,5
welcome,환영 환영받는,5
walk,걷다,5
snow,눈 눈이 내리다,5
presence,"존재, 현존, 실재  출석, 임석, 참석",5
publish,"발표 하다, 널리 알리다",5
undergo,(영향 등을)받다,5
whole,전체의,5
river,강,5
umbrella,우산,5
interrupt,훼방놓다,5
pain,고통,5
manifest,명백히 하다,5
medical,의학의,5
total,총계 전체의 합계하다,5
vegetable,"식물  야채, 푸성귀, 남새, 채소",5
type,형,5
otherwise,딴 방법으로는,5
will,의지,5
interest,흥미,5
rainbow,무지개,5
perhaps,아마,5
average,평균,5
intent,의향,4
bend,구부리다,4
intend,-할 작정이다,4
carry,나르다,4
morning,아침,4
tribe,종족,4
grip,잡기,4
transfer,옮기다,4
nor,-도 또한-않다,4
dispute,논쟁하다,4
path,작은 길,4
nobody,아무도 -않다 하찮은 사람,4
positive,"명확한, 의문의 여지가 없는, 부정할 수 없는",4
audience,청중,4
finger,손가락 손가락을 대다,4
opinion,의견,4
part,부분,4
amaze,깜짝 놀라게 하다,4
through,(-을)통하여 통하여 직통의,4
merchant,상인,4
notice,"통지, 통보",4
internal,내부의,4
mock,조롱하다,4
highway,대도,4
birthday,생일,4
rise,올리다,4
microphone,확성기,4
automatic,자동의,4
attend,출석하다,4
invade,침입하다,4
actual,현실의,4
mood,(일시적인)기분,4
know,알다,4
dine,저녁식사를 하다,4
injure,해치다,4
nonetheless,역시,4
smash,박살내다,4
song,노래,4
ethnic,인종의,4
twin,쌍동이,4
verbal,"말의, 말에 관한, 언어상의, 말로 나타낸, 말로 된",4
bite,물다,4
inside,안쪽,4
recall,되부르다,4
loose,풀어진,4
apply,(물건을)대다,4
form,모양,4
span,한 뼘,4
store,가게,4
wish,바라다,4
lady,귀부인,4
compulsory,의무적인,4
lack,결핍,4
communist,공산주의자,4
comprehensive,이해력있는,4
grant,받아들이다,4
commission,위임,4
choir,(교회의)성가대,4
dot,점,4
practical,실제의,4
fellow,동무,4
urban,도시의,4
leather,무두질한 가죽,4
library,도서관,4
sink,가라앉다,4
coincide,일치하다,4
gross,총계의,4
lip,입술,4
ought,au해야만 하다,4
hook,갈고리,4
make,만들다,4
weird,불가사의한,4
airline,정기항공,4
ago,이전에,4
beneath,-의 바로 아래에,4
veterinarian,수의사,4
version,"번역, 번역문 개작, 각색, 번안",4
stress,압박,4
blow,강타,4
attorney,변호사,4
owe,지불할 의무가 있다,4
close,닫다,4
ancient,옛날의,4
tune,곡,4
A.M.,오전,4
instrument,기구,4
typical,전형적인,4
next,다음의,4
bitter,쓴,4
company,교제,4
discriminate,분별하다,4
seal,인장,4
annual,일년의,4
benefit,이익,4
among,-중에,4
scene,장면,4
behavior,행동,4
cotton,목화,4
seize,붙잡다,4
attribute,속성,4
machine,기계,4
alien,외국의,4
surgery,외과,4
honey,벌꿀,4
need,필요,4
bride,신부,4
medicine,약,4
aspect,관점,4
acquire,얻다,4
therapy,치료법,4
withdraw,물러나다,4
lay,눕히다,4
sex,성,4
implement,기구,4
arrest,체포하다,4
tooth,이,4
incorporate,합동시키다,4
on,위에,4
thorough,완전한,4
bless,축복하다,4
watermelon,수박,4
ally,동맹하다,4
encounter,조우,4
bother,괴롭히다 근심하다 귀찮음,4
toxic,독의,4
intelligent,지적인,4
mix,섞다,4
minor,작은 편의,4
approach,다가가다,4
tobacco,담배,4
lend,빌리다,4
capable,할 수 있는,3
hire,고용하다,3
extent,넓이,3
private,"사적인, 사사로운, 개인에 속한",3
ship,배,3
junior,손아래사람,3
frankly,솔직히,3
approve,시인하다,3
humor,유우머,3
magazine,잡지,3
exit,출구,3
cookie,쿠키,3
occasion,경우,3
voyage,여행,3
diverse,다양한,3
difficult,곤란한,3
kid,아이,3
circulate,순환하다,3
visual,"시각의, 물건을 보기 위한",3
string,끈,3
aside,곁에,3
favorite,마음에 드는 좋아하는 물건,3
nurse,유모,3
greet,인사하다,3
pardon,용서하다 용서,3
loyal,충성스러운,3
castle,성,3
episode,삽화,3
father,아버지,3
couple,한 쌍,3
social,사회의,3
shallow,얕은 얕은 곳 얕아지다,3
tide,조수,3
guideline,지침,3
clap,짝짝,3
mushroom,버섯,3
quiet,조용한,3
convict,유죄로 판결하다 죄수,3
emit,방사하다,3
core,핵심,3
entire,전체의,3
enforce,실시하다,3
diplomat,외교관,3
sensible,분별있는,3
shelf,선반,3
present,"있는, 존재하는",3
shoe,구두,3
suggest,암시하다,3
awkward,어색한,3
crash,도산,3
color,착색하다,3
assure,보증하다,3
drop,방울,3
splash,튀기다,3
yell,고함치다,2
act,vi행동하다,2
sudden,별안간의,2
nervous,신경의,2
efficient,능률적인,2
divorce,이혼,2
say,말하다,2
spectacle,광경,2
drain,배수하다,2
worth,가치가 있는 가치,2
persist,고집하다,2
slip,(때가)어느덧 지나가다,2
shore,물가,2
bunch,송이,2
comprise,포함하다,2
evident,명백한,2
extend,뻗다,2
sugar,설탕,2
wood,숲,2
study,학문,2
engine,엔진,2
review,재조사,2
port,"항구, 항만, 상항",2
limit,한계,2
innovate,새롭게 하다,2
trace,발자국,2
example,보기,2
adequate,충분한,2
deliberate,숙고하다,2
exaggerate,과장하다,2
season,계절,2
electric,전기의,2
good,좋은,2
scatter,뿔뿔이 흩어 버리다,2
important,중요한,2
column,(신문 등의)난,2
cruise,순항하다,2
north,"북, 북 쪽, 북부",2
institute,만들다,2
pope,로마 교황  최고 권위자로 자처하는 사람,2
describe,기술하다,2
convert,바꾸다,2
at,-에서,2
certificate,증명서,2
obsess,늘러붙다,2
superb,장려한,2
vacation,휴가,1
qualify,자격을 부여하다,1
finite,한정되어 있는,1
talent,재주,1
eat,먹다,1
stir,휘젓다,1
counsel,의논,1
coordinate,동격의,1
battery,전지,1
asset,자산,1
curriculum,과목,1
skill,숙련,1
silent,조용한,1
organize,조직하다,1
rural,시골의,1
chop,(도끼 등으로)자르다,1
fail,실패하다,1
blue,푸른,1
think,생각하다,1
desk,책상,1
discourse,강연,1
shock,격돌,1
distribute,분배하다,1
foreign,외국의,1
troop,대,1
bear,나르다,1
slope,비탈,1
copyright,판권,1
collaborate,공동으로 일하다,1
question,"물음, 질문, 질의",1
farm,농장,1
begin,시작하다,1
brilliant,빛나는,1
terrace,계단모양의 뜰(광장),1
club,클럽,1
genius,천재,1
defense,방어,1
telegraph,전신,1
civil,시민의,1
objective,객관적인,1
pleasure,즐거움,1
inhabit,살다,1
melt,녹다,1
executive,집행의,1
reject,거절하다,1
orient,동양 동양의 동쪽으로 향하게 하다,1
noble,고귀한,1
former,이전의,1
fundamental,기초(기준)의,1
chair,의장,1
jail,교도소,1
class,계급,1
rush,돌진하다,1
geography,지리,1
recommend,추천하다,1
sack,마대,1
respective,각각의,1
